,,,,Achillea millefolium,Achyrachaena mollis,Agroseris grandiflora,Agrostis capillaris,Aira caryophyllea,Alopecurus geniculatus,Alopecurus pratensis,Anagallis arvensis,Anthoxanthum odoratum,Aphanes occidentalis,Aristida oligantha,Briza minor,Brodiaea sp.,Bromus carinatus,Bromus diandrus,Bromus hordeaceus,Bromus tectorum,Calandrinia ciliata,Camassia quamash,Carex inops,Carex spp.,Centaurea debeauxii,Cerastium glomeratum,Clarkia purpurea,Collinsia grandiflora,Crepis capillaris,Cynosurus echinatus,Dactylis glomerata,Danthonia californica,Daucus carota,Daucus pusillus,Drymocallis glandulosa,Elymus repens,Eriophyllum lanatum,Erodium cicutarium,Eschscholzia californica,Festuca roemeri,Galium aparine,Galium parisiense,Geranium columbinum,Geranium dissectum,Geranium molle,Hieracium spp.,Holcus lanatus,Hypericum perforatum,Hypochaeris radicata,Juncus effusus,Juncus occidentalis,Kickxia elatine,Koeleria macrantha,Lactuca serriola,Lapsana communis,Leucanthemum vulgare,Linum bienne,Lomatium nudicaule,Lotus corniculatus,Lotus micranthus,Lotus unifoliatus,Lupinus bicolor,Luzula spp.,Microseris laciniata,Moenchia erecta,Myosotis discolor,Navarretia pubescens,Osmorhiza berteroi,Parentucellia viscosa,Phalaris arundinacea,Phleum pratense,Plantago lanceolata,Plantago major,Plectritis congesta,Poa compressa,Prunella vulgaris,Ranunculus austro-oreganus,Ranunculus occidentalis,Ranunculus repens,Rubus armeniacus,Rumex acetosella,Rumex crispus,Schedonorus arundinaceus,Sherardia arvensis,Sidalcea malviflora,Sisymbrium altissimum,Sonchus asper,Taraxicum officinale,Torilis arvensis,Tragopogon dubius,Trifolium arvense,Trifolium dubium,Trifolium hirtum,Trifolium pratense,Trifolium repens,Trifolium spp.,Trifolium subterraneum,Verbascum  blattaria,Veronica arvensis,Vicia hirsuta,Vicia sativa,Vicia spp.,Vulpia spp.,Unknown sample 6 (forb),Unknown sample 12,Total Cover
,,,,Perennial,Annual,Perennial,Perennial,Annual,Perennial,Perennial,Annual,Perennial,Annual,Annual,Annual,Perennial,,Annual,Annual,Annual,Annual,Perennial,Perennial,Perennial,Perennial,Annual,Annual,Annual,Annual,Annual,Perennial,Perennial,Annual,Annual,Perennial,Perennial,Perennial,Annual,,Perennial,Annual,Annual,Annual,Annual,,Perennial,Perennial,Perennial,Perennial,Perennial,Perennial,Annual,Perennial,Annual,Annual,Perennial,,Perennial,Perennial,Annual,Annual,Perennial,Perennial,Perennial,Annual,Annual,Annual,Perennial,Annual,Perennial,Perennial,,Perennial,Annual,Perennial,Perennial,Perennial,Perennial,Perennial,Perennial,Perennial,Perennial,Perennial,Annual,Perennial,Annual,Annual,Perennial,Annual,Annual,Annual,Annual,Annual,,Perennial,,Annual,,Annual,Annual,Annual,,Annual,,,
,,,,Forb,Forb,Forb,Grass,Grass,Grass,Grass,Forb,Grass,Forb,Grass,Grass,Forb,Grass,Grass,Grass,Grass,Forb,Forb,Grass,Grass,Forb,Forb,Forb,Forb,Forb,Grass,Grass,Forb,Forb,Forb,Forb,Grass,Forb,Forb,Forb,Grass,Forb,Forb,Forb,Forb,Forb,Forb,Grass,Forb,Forb,Grass,Grass,Forb,Grass,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Grass,Forb,Forb,Forb,Forb,Forb,Forb,Grass,Grass,Forb,Forb,Forb,Grass,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Grass,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Forb,Grass,Forb,,
Plot,Experiment,Site,Climate Treatment,Achillea millefolium,Achyrachaena mollis,Agoseris grandiflora,Agrostis capillaris,Aira caryophyllea,Alopecurus geniculatus,Alopecurus pratensis,Anagallis arvensis,Anthoxanthum odoratum,Aphanes occidentalis,Aristida oligantha,Briza minor,Brodiaea sp.,Bromus carinatus,Bromus diandrus,Bromus hordeaceus,Bromus tectorum,Calandrinia ciliata,Camassia quamash,Carex inops,Carex spp.,Centaurea debeauxii,Cerastium glomeratum,Clarkia purpurea,Collinsia grandiflora,Crepis capillaris,Cynosurus echinatus,Dactylis glomerata,Danthonia californica,Daucus carota,Daucus pusillus,Drymocallis glandulosa,Elymus repens,Eriophyllum lanatum,Erodium cicutarium,Eschscholzia californica,Festuca roemeri,Galium aparine,Galium parisiense,Geranium columbinum,Geranium dissectum,Geranium molle,Hieracium spp.,Holcus lanatus,Hypericum perforatum,Hypochaeris radicata,Juncus effusus,Juncus occidentalis,Kickxia elatine,Koeleria macrantha,Lactuca serriola,Lapsana communis,Leucanthemum vulgare,Linum bienne,Lomatium nudicaule,Lotus corniculatus,Lotus micranthus,Lotus unifoliatus,Lupinus bicolor,Luzula spp.,Microseris laciniata,Moenchia erecta,Myosotis discolor,Navarretia pubescens,Osmorhiza berteroi,Parentucellia viscosa,Phalaris arundinacea,Phleum pratense,Plantago lanceolata,Plantago major,Plectritis congesta,Poa compressa,Prunella vulgaris,Ranunculus austro-oreganus,Ranunculus occidentalis,Ranunculus repens,Rubus armeniacus,Rumex acetosella,Rumex crispus,Schedonorus arundinaceus,Sherardia arvensis,Sidalcea malviflora,Sisymbrium altissimum,Sonchus asper,Taraxicum officinale,Torilis arvensis,Tragopogon dubius,Trifolium arvense,Trifolium dubium,Trifolium hirtum,Trifolium pratense,Trifolium repens,Trifolium spp.,Trifolium subterraneum,Verbascum  blattaria,Veronica arvensis,Vicia hirsuta,Vicia sativa,Vicia spp.,Vulpia spp.,Unknown sample 6 (forb),Unknown sample 12,Total Cover
1,HOPS,Southern,Drought,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.24%,0.00%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.00%,0.00%,0.00%,0.00%,37.03%,0.00%,0.00%,0.00%,0.00%,0.00%,47.47%,0.00%,0.00%,100.00%
2,HOPS,Southern,Control,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.60%,0.00%,0.00%,0.00%,0.06%,2.41%,0.00%,0.00%,0.00%,0.00%,61.33%,0.06%,1.20%,0.00%,0.00%,0.00%,12.03%,0.00%,0.00%,100.00%
3,HOPS,Southern,Warming&ppt,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,7.32%,0.03%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%,0.00%,0.00%,0.00%,0.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.18%,0.00%,0.00%,2.54%,0.00%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,0.00%,0.95%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,46.44%,0.00%,0.00%,0.00%,2.54%,0.00%,33.72%,0.00%,0.00%,100.00%
4,HOPS,Southern,Drought,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,2.53%,0.03%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,0.00%,0.00%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.53%,0.00%,0.03%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,36.20%,0.56%,0.00%,0.00%,0.00%,0.00%,52.75%,0.00%,0.00%,100.00%
5,HOPS,Southern,Warming,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.06%,1.20%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.61%,0.00%,0.00%,10.22%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,2.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,4.81%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,36.68%,11.43%,1.20%,0.00%,0.00%,0.00%,19.24%,0.00%,0.00%,100.00%
6,HOPS,Southern,Warming&ppt,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,5.79%,0.00%,0.00%,0.00%,0.00%,13.03%,0.05%,0.00%,100.00%
7,HOPS,Southern,Drought,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,51.34%,0.00%,0.03%,0.00%,0.00%,0.00%,31.89%,0.00%,0.00%,100.00%
